国内频道,#genre#
深圳卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227242/index.m3u8?servicetype=1
湖北卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225840/index.m3u8?servicetype=1
湖北卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221226863/index.m3u8?servicetype=1
湖北卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227111/index.m3u8?servicetype=1
湖南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225827/index.m3u8?servicetype=1
湖南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221226924/index.m3u8?servicetype=1
湖南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227232/index.m3u8?servicetype=1
贵州卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221226827/index.m3u8?servicetype=1
贵州卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227201/index.m3u8?servicetype=1
辽宁卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225832/index.m3u8?servicetype=1
辽宁卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227141/index.m3u8?servicetype=1
重庆卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225831/index.m3u8?servicetype=1
重庆卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225949/index.m3u8?servicetype=1
重庆卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227240/index.m3u8?servicetype=1
黑龙江卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225862/index.m3u8?servicetype=1
黑龙江卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225940/index.m3u8?servicetype=1
黑龙江卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227197/index.m3u8?servicetype=1

安徽卫视,http://112.50.243.8/PLTV/88888888/224/3221225844/1.m3u8
安徽卫视,http://112.50.243.8/PLTV/88888888/224/3221227178/1.m3u8
北京卫视,http://112.50.243.8/PLTV/88888888/224/3221225826/1.m3u8
北京卫视,http://112.50.243.8/PLTV/88888888/224/3221227246/1.m3u8
东方卫视,http://112.50.243.8/PLTV/88888888/224/3221225828/1.m3u8
东方卫视,http://112.50.243.8/PLTV/88888888/224/3221226560/1.m3u8
东方卫视,http://112.50.243.8/PLTV/88888888/224/3221226603/1.m3u8
东方卫视,http://112.50.243.8/PLTV/88888888/224/3221227059/1.m3u8
东南卫视,http://112.50.243.8/PLTV/88888888/224/3221227156/1.m3u8
广东卫视,http://112.50.243.8/PLTV/88888888/224/3221225824/1.m3u8
广东卫视,http://112.50.243.8/PLTV/88888888/224/3221227164/1.m3u8
贵州卫视,http://112.50.243.8/PLTV/88888888/224/3221227201/1.m3u8
海南卫视,http://112.50.243.8/PLTV/88888888/224/3221227216/1.m3u8
海峡卫视,http://112.50.243.8/PLTV/88888888/224/3221227198/1.m3u8
河北卫视,http://112.50.243.8/PLTV/88888888/224/3221227063/1.m3u8
河南卫视,http://112.50.243.8/PLTV/88888888/224/3221227095/1.m3u8
黑龙江卫视,http://112.50.243.8/PLTV/88888888/224/3221225862/1.m3u8
黑龙江卫视,http://112.50.243.8/PLTV/88888888/224/3221227197/1.m3u8
湖北卫视,http://112.50.243.8/PLTV/88888888/224/3221225840/1.m3u8
湖北卫视,http://112.50.243.8/PLTV/88888888/224/3221227111/1.m3u8
湖南卫视,http://112.50.243.8/PLTV/88888888/224/3221225827/1.m3u8
湖南卫视,http://112.50.243.8/PLTV/88888888/224/3221227232/1.m3u8
吉林卫视,http://112.50.243.8/PLTV/88888888/224/3221227099/1.m3u8
江苏卫视,http://112.50.243.8/PLTV/88888888/224/3221225847/1.m3u8
江苏卫视,http://112.50.243.8/PLTV/88888888/224/3221227160/1.m3u8
江西卫视,http://112.50.243.8/PLTV/88888888/224/3221225834/1.m3u8
江西卫视,http://112.50.243.8/PLTV/88888888/224/3221227209/1.m3u8
辽宁卫视,http://112.50.243.8/PLTV/88888888/224/3221225832/1.m3u8
辽宁卫视,http://112.50.243.8/PLTV/88888888/224/3221227141/1.m3u8
厦门卫视,http://112.50.243.8/PLTV/88888888/224/3221226781/1.m3u8
山东卫视,http://112.50.243.8/PLTV/88888888/224/3221225843/1.m3u8
山东卫视,http://112.50.243.8/PLTV/88888888/224/3221227236/1.m3u8
深圳卫视,http://112.50.243.8/PLTV/88888888/224/3221225848/1.m3u8
深圳卫视,http://112.50.243.8/PLTV/88888888/224/3221227242/1.m3u8
四川卫视,http://112.50.243.8/PLTV/88888888/224/3221227182/1.m3u8
天津卫视,http://112.50.243.8/PLTV/88888888/224/3221225830/1.m3u8
天津卫视,http://112.50.243.8/PLTV/88888888/224/3221227205/1.m3u8
云南卫视,http://112.50.243.8/PLTV/88888888/224/3221227181/1.m3u8
浙江卫视,http://112.50.243.8/PLTV/88888888/224/3221225825/1.m3u8
浙江卫视,http://112.50.243.8/PLTV/88888888/224/3221225870/1.m3u8
浙江卫视,http://112.50.243.8/PLTV/88888888/224/3221227193/1.m3u8
重庆卫视,http://112.50.243.8/PLTV/88888888/224/3221225831/1.m3u8
重庆卫视,http://112.50.243.8/PLTV/88888888/224/3221227240/1.m3u8

三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8

CETV-1,http://txycetvbl.centv.cn/cetv1/ypd.m3u8
CETV-2,http://txycetvbl.centv.cn/cetv2/2020tsytk.m3u8
CETV-3,http://txycetvbl.centv.cn/cetv3/bjdm.m3u8
CETV-4,http://txycetvbl.centv.cn/cetv4/zjpd.m3u8

CETV-1,http://txycsbl.centv.cn/zb/0628cetv1.m3u8
CETV-2,http://txycsbl.centv.cn/zb/0822cetv2.m3u8
CETV-3,http://txycsbl.centv.cn/zb/0822cetv3.m3u8
CETV-4,http://txycsbl.centv.cn/zb/0822cetv4.m3u8

CETV-1,https://live.v1.mk/api/bestv.php?id=zgjy1t8m/8000000
CETV-2,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227206/index.m3u8?servicetype=1
CETV-3,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226226/index.m3u8
CETV-4,https://live.v1.mk/api/bestv.php?id=zgjy4hd8m/8000000

CETV-1,http://112.50.243.8/PLTV/88888888/224/3221227067/1.m3u8
CETV-1,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227067/index.m3u8?servicetype=1
CETV-2,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227206/index.m3u8?servicetype=1
CETV-4,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227050/index.m3u8?servicetype=1
CETV-4,http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227192/index.m3u8?servicetype=1

CETV-1,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227067/index.m3u8
CETV-2,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227206/index.m3u8
CETV-4,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227050/index.m3u8
CETV-4,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227192/index.m3u8

CETV-1,http://39.135.55.105:6610/PLTV/88888888/224/3221227067/index.m3u8?servicetype=1
CETV-2,http://39.135.55.105:6610/PLTV/88888888/224/3221227206/index.m3u8?servicetype=1
CETV-4,http://39.135.55.105:6610/PLTV/88888888/224/3221227050/index.m3u8?servicetype=1
CETV-4,http://39.135.55.105:6610/PLTV/88888888/224/3221227192/index.m3u8?servicetype=1

CETV-1,rtsp://183.252.176.54/PLTV/88888888/224/3221226661/42185071.smil
CETV-2,rtsp://183.252.176.54/PLTV/88888888/224/3221226789/47595393.smil
CETV-4,rtsp://183.252.176.54/PLTV/88888888/224/3221226879/58989287.smil

CGTN,http://158.101.151.82:9000/jmsytb.m3u8?c=28
CGTN纪录,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226271/1/index.m3u8?fmt=ts2hls
CGTN,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000000002000000028019/main.m3u8?IASHttpSessionId=OTT
CGTN纪录,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000000002000000028012/main.m3u8?IASHttpSessionId=OTT

CGTN,http://185.236.229.31:9981/play/a05z
CGTN纪录,http://185.236.229.31:9981/play/a060

CNC中文,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225694/index.m3u8
CNC英文,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225693/index.m3u8
CNC中文,http://source07.v.news.cn/live/CNC_CN/playlist.m3u8
CNC英语,http://source07.v.news.cn/live/CNC_EN/playlist.m3u8

中国天气,http://baidu.live.cqccn.com/__cl/cg:live/__c/tianqiSD/__op/default/__f//index.m3u8
中国天气,http://39.135.55.105:6610/PLTV/88888888/224/3221227210/index.m3u8?servicetype=1
中国天气,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227210/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
中国天气,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227210/index.m3u8?servicetype=1

铁路电视,http://112.19.214.90:8883/tsfile/live/1005_1.m3u8
